amenities,amenity_count,amenity_names,bathrooms,bedrooms,category,currency,description,details_path,has_coordinates,id,images,images_count,is_premium,is_price_outlier,is_size_outlier,is_verified,latitude,listed_date,listing_id,location_depth,location_full_name,location_id,location_path_name,location_slug,location_type,longitude,price,price_per_sqft,property_type,record_type,scraped_at_utc,share_url,size_sqm,size_sqm_reported,source_country_code,source_provider,title
"[""BA"", ""CP"", ""SE"", ""SS"", ""SY"", ""PG"", ""VW""]",7,"[""Balcony"", ""Covered Parking"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Private Garden"", ""View of Water""]",2,3,buy,EGP,"Twin house with garden, first row on the sea in El Sokhna Hills

Investment opportunity: live now in a twin house directly on the sea in El Sokhna Hills

Area: 180 sqm

3 rooms, including a maid's room

2 bathrooms

Kitchen

Reception with sea view

Prime location

Super luxury finishing

Delivery in 3 years

with 10-year installment option and 5% down payment

For contact and inquiries:[REDACTED_PHONE]",/en/plp/buy/villa-for-sale-suez-al-ain-al-sokhna-telal-al-sokhna-8567553.html,True,8567553,"[""https://static.shared.propertyfinder.eg/media/images/listing/08YH792MC5XGJG74WG5EDSPX14/e3fc5d3c-849b-4670-9a2a-fdb8a9550895/668x452.jpg""]",10,False,False,False,False,29.392812728881836,2026-01-19T16:04:54Z,08YH792MC5XGJG74WG5EDSPX14,3,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",40367,"Suez, Al Ain Al Sokhna",al-ain-al-sokhna-telal-al-sokhna,COMPOUND,32.539920806884766,26900000,149444.44444444444,Villa,property,2026-01-19T16:04:54Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-suez-al-ain-al-sokhna-telal-al-sokhna-8567553.html,180,180,EG,propertyfinder,"Townhouse with a garden, first row on the sea"
"[""BA"", ""SE"", ""SS"", ""SY""]",4,"[""Balcony"", ""Security"", ""Shared Spa"", ""Shared Gym""]",2,3,buy,EGP,"Villa for sale in Hyde Park, 5th Settlement Compounds

BUA : 240 sqm

sale price : 33,000,000EGP
Installment : 10 Years

Consists of : 3 bedrooms - 2 bathrooms

delivery date : 4 Years
==========================
Located in the heart of the vibrant New Cairo, Hyde Park is established to reset the living standards in Egypt. Taking the different needs and tastes of Cairo urban citizens into consideration, the compound has approached an urban design that could be seen in the grand avenues and boulevards and the intimate lanes, streets, and courtyards. Hyde Park makes the perfect home for those who are looking for an escape from the hustle and bustle of the city without compromising the luxury of city life. Thus, Hyde Park is complemented with a number of recreational facilities and modern amenities that provide an exceptional living experience for its residents. From major educational facilities and clubhouses to medical centers and sporting club; you can enjoy your life in this self-sufficient community with no need to leave ever.
==========================
Hyde Park is situated in the heart of New Cairo, 7 minutes away from the AUC, which makes the compound accessible through a number of major roads and bridges in Cairo including the Ring Road, 90th St., Cairo Sukhna highway and Cairo-Suez highway.
====================
Properties for sale in 5th Settlement Compounds
Properties for sale in Hyde Park
Apartments for sale in Hyde Park
Villas for sale in Hyde Park
Townhouses for sale in Hyde Park
Penthouses for sale in Hyde Park
Chalets for sale in Hyde Park
Twin houses for sale in Hyde Park
Duplexes for sale in Hyde Park
I villas for sale in Hyde Park
1 bedroom properties for sale in Hyde Park
2 bedroom properties for sale in Hyde Park
3 bedroom properties for sale in Hyde Park
4 bedroom properties for sale in Hyde Park
5 bedroom properties for sale in Hyde Park",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-hyde-park-2OihG75KBdI.html,True,51095610,"[""https://static.shared.propertyfinder.eg/media/images/listing/N9E4WF45W1Y0DRYXGR562WPE6W/d55d1829-1290-490c-8d23-dc5ec7f70cf6/668x452.jpg""]",25,False,False,False,False,29.995922088623047,2026-01-19T13:51:11Z,N9E4WF45W1Y0DRYXGR562WPE6W,3,"Hyde Park, New Cairo City, Cairo",2790,"Cairo, New Cairo City",new-cairo-city-hyde-park,COMPOUND,31.554126739501953,33000000,137500.0,Villa,property,2026-01-19T13:51:11Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-hyde-park-2OihG75KBdI.html,240,240,EG,propertyfinder,Villa With Very Prime Location Installment 10Y
"[""BA"", ""CO"", ""LB"", ""BL"", ""WC"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP""]",11,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool""]",2,3,buy,EGP,"own a townhouse in Lake West Compound, one of the most prestigious locations in Sheikh Zayed.

There are installment plans available.


Unit Details:
	•	Townhouse
	•	Land area: 181 m²
	•	Built-up area: 235 m²
	•	3 bedrooms, 3 bathrooms

Location:
	•	Located near many vital places:
	•	Near Mall of Arabia
	•	Near Juhayna Square
	•	Near Hunting Club
	•	Near Cairo University

Services:
	•	The compound offers numerous services, including:
	•	Spacious green areas
	•	Water features
	•	Swimming pools
	•	Children’s play area
	•	Barbecue and relaxation areas",/en/plp/buy/villa-for-sale-giza-6-october-city-green-belt-hood-3-st-2OiPwyuBHw8.html,True,51146866,"[""https://static.shared.propertyfinder.eg/media/images/listing/YJVD5EJHNPDGVPFXJ6TMR3QKSR/892ee690-30bd-43eb-ad88-167e6352011f/668x452.jpg""]",11,False,False,False,False,30.029922485351562,2026-01-19T09:48:55Z,YJVD5EJHNPDGVPFXJ6TMR3QKSR,4,"Hood 3 St., Green Belt, 6 October City, Giza",21105,"Giza, 6 October City, Green Belt",6-october-city-green-belt-hood-3-st,STREET,30.93592643737793,5500000,275000.0,Villa,property,2026-01-19T09:48:55Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-green-belt-hood-3-st-2OiPwyuBHw8.html,20,20,EG,propertyfinder,"Villa for sale in Sheikh Zayed, 230m, installments"
"[""BA"", ""BW"", ""AC"", ""BK"", ""CP"", ""MR"", ""PG"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Kitchen Appliances"", ""Covered Parking"", ""Maids Room"", ""Private Garden"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"Villa for Sale in Al Burouj Compound – Prime View on the Largest Boulevard 

Ready to move 
Fully finished with A’Cs

•	Bedrooms: 3
	•	Living Areas: 2
	•	Bathrooms: 5
	•	Nanny’s Room with Bathroom
	•	Built-up Area: 340 sqm
	•	Land Area: 389 sqm

Downpayment: 18,576,000
Remaining : 5,045,000
Total : 23,621,000


About Alocate :
Alocate for Investment and Real Estate Marketing is one of the leading 
companies in the field of marketing and real estate investment in Egypt.
We aim to provide comprehensive services to meet your real estate needs 
from selling, buying, or renting real estate units, whether residential or 
commercial.
Due to our individual experiences in real estate companies in Egypt and 
abroad, we have come to the conclusion that trust is the primary factor that 
we should offer you when it comes to buying, renting or offering your 
property for sale or rent.
We also offer our clients the best investment consultancy ..",/en/plp/buy/villa-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-2OiP3Wkyg0O.html,True,51108783,"[""https://static.shared.propertyfinder.eg/media/images/listing/QN8XMG6XPRDR26REMGPC01E9AW/aabddf44-9b87-4319-9404-565c764e100b/668x452.jpg""]",10,False,False,False,False,30.144893646240234,2026-01-19T09:36:32Z,QN8XMG6XPRDR26REMGPC01E9AW,4,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",40448,"Cairo, Shorouk City, El Shorouk Compounds",shorouk-city-el-shorouk-compounds-al-burouj-compound,SUBDISTRICT,31.64113998413086,18576000,54635.294117647056,Villa,property,2026-01-19T09:36:32Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-2OiP3Wkyg0O.html,340,340,EG,propertyfinder,direct view boulevard finished ac villa resale rtm
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""PG"", ""MR"", ""PP"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",18,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Private Garden"", ""Maids Room"", ""Private Pool"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"SVilla for sale in The Butterfly, Mostakbal City Compounds
 S Villa for Sale in Best Compounds El Mostakbal City - Butterfly 

BUA : 212sqm
Semi Finished
Sale Price : 17,587,260EGP
Down Payment : 879,313 EGP
Installment : 12 Years

3 bedrooms + 2 bathrooms
===================================
The Butterfly Compound, which is distinguished by its unique strategic location in the Mostakbal area. One of the most prominent new cities that many residents look forward to.

In addition, The Butterfly Compound, Mostaqbal City, is located directly on Al Amal Axis. In front of my city. This enhances its attractiveness and ensures easy access to all customers.

The places near The Butterfly Mostakbal City are as follows:
The Butterfly Al Mostakbal Compound is located a short distance from the Ring Road.
In addition, Butterfly Compound is a short distance from the Suez Road.
The Butterfly Compound is also located minutes away from the American University, Fifth Settlement.
======================================
Properties for sale in Mostakbal City Compounds
Properties for sale in The Butterfly
Apartments for sale in The Butterfly
Villas for sale in The Butterfly
Townhouses for sale in The Butterfly
Penthouses for sale in The Butterfly
Twin houses for sale in The Butterfly
Duplexes for sale in The Butterfly
Ivillas for sale in The Butterfly
1 bedroom properties for sale in The Butterfly
2 bedroom properties for sale in The Butterfly
3 bedroom properties for sale in The Butterfly",/en/plp/buy/villa-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-the-butterfly-8560175.html,True,8560175,"[""https://static.shared.propertyfinder.eg/media/images/listing/9PD6EW6TSWYF06HJMWWNB1MAWC/1b021182-b000-4144-8c7b-2a8fce14cfe8/668x452.jpg""]",10,False,False,False,False,30.076519012451172,2026-01-18T15:33:31Z,9PD6EW6TSWYF06HJMWWNB1MAWC,4,"The Butterfly, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",41972,"Cairo, Mostakbal City - Future City, Mostakbal City Compounds",mostakbal-city-future-city-mostakbal-city-compounds-the-butterfly,SUBDISTRICT,31.683374404907227,17587260,82958.77358490566,Villa,property,2026-01-18T15:33:31Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-the-butterfly-8560175.html,212,212,EG,propertyfinder,"S Villa The Butterfly Down Payment :879,313"
"[""BA"", ""SE"", ""ST"", ""CO""]",4,"[""Balcony"", ""Security"", ""Study"", ""Children's Pool""]",2,3,buy,EGP,"One Story for sale in ""MV icity"" New Cairo 
---------------------- 
Phase MV3  
---------------------
Bua: 180 SQM
Land: 405 SQM 

3 Bedrooms  ( 1 Master bedrooms ) + Reception & dining + room+M maid + roof terrace 
2 bathroom 
  
Delivery: ready to move 
Finishing: Semi finished 

Down payment: 16,500,000
Installments: 1,570,825
Total price: 18,010,825
-----------",/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-8560101.html,True,8560101,"[""https://static.shared.propertyfinder.eg/media/images/listing/BY7NBPF99TAQYFH4VVHFSNFDHM/01d13b3b-ac3e-4138-aeed-73b20b7d9011/668x452.jpg""]",15,False,False,False,False,30.06942367553711,2026-01-18T15:28:33Z,BY7NBPF99TAQYFH4VVHFSNFDHM,5,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",20206,"Cairo, New Cairo City, The 5th Settlement, 5th Settlement Compounds",new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity,COMPOUND,31.5997371673584,16500000,91666.66666666667,Villa,property,2026-01-18T15:28:33Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-8560101.html,180,180,EG,propertyfinder,Villa One Story MV Icity MV 3 New Cairo
"[""BA"", ""CP"", ""PG"", ""SP"", ""SE"", ""SY"", ""BL"", ""LB""]",8,"[""Balcony"", ""Covered Parking"", ""Private Garden"", ""Shared Pool"", ""Security"", ""Shared Gym"", ""View of Landmark"", ""Lobby in Building""]",2,3,buy,EGP,"Villa with an area of ​​180 sq m (3 bedrooms + 2 bathrooms + reception + terrace + kitchen) + private garden of 93 sq m

In Sarai Elm Tree Compound, Mostakbal City
Directly next to Madinaty

Price before discount: 18,693,000
Price after discount: 9,346,000

Or with a down payment of 934,000 and installments over 12 years

For details:[REDACTED_PHONE] & WhatsApp",/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-elm-tree-park-8559945.html,True,8559945,"[""https://static.shared.propertyfinder.eg/media/images/listing/NNJQ64QWH3MSW9MW3AV15DGV9R/7958e50f-98d7-45b7-8543-92dba00294f6/668x452.jpg""]",10,False,False,False,False,30.104904174804688,2026-01-18T15:15:36Z,NNJQ64QWH3MSW9MW3AV15DGV9R,5,"Elm Tree Park, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",42378,"Cairo, Mostakbal City - Future City, Mostakbal City Compounds, Sarai",mostakbal-city---future-city-mostakbal-city-compounds-sarai-elm-tree-park,STREET,31.692211151123047,9346000,51922.22222222222,Villa,property,2026-01-18T15:15:36Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-elm-tree-park-8559945.html,180,180,EG,propertyfinder,Villa for sale with a 50% discount in Sarai Mostak
"[""BA"", ""VW"", ""SE"", ""SS"", ""SY"", ""LB""]",6,"[""Balcony"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Lobby in Building""]",2,3,buy,EGP,"Live a refined lifestyle inside Sarai Compound – S2 Phase

A unique opportunity to own a residential unit with a private garden inside one of the largest and most prestigious compounds in New Cairo – Sarai Compound, featuring modern designs, expansive green spaces, and fully integrated services.

Unit Details:

Internal area: 150 sqm

Private garden: 106 sqm

3 bedrooms

Practical and comfortable layout

Prime location within S2 Phase

Payment Plan:

10% down payment only

Installments up to 8 years

Sarai Compound Features:

Strategic location on Al Amal Road, close to New Cairo and the New Administrative Capital

Wide green spaces and lagoons

Fully integrated services (commercial, entertainment, and sports)

24/7 security and guarding

A fully developed residential community ideal for families

Sarai Compound stands out for its prime location near major roads, international architectural designs, vast green areas, and artificial lakes. It offers comprehensive services including shopping centers, schools, hospitals, sports clubs, entertainment zones, round-the-clock security, and Smart Home services. With a wide variety of unit types and flexible long-term payment plans, Sarai is a complete destination for modern living.
-------------------------------------------------------------------------------------------------------------------------------------------------------

Creative Real Estate Marketing is a specialized company providing integrated real estate solutions across Egypt. We offer strong expertise in selling ready-to-move units across all areas of Cairo, along with premium projects and top investment opportunities.

Our services include:

Administrative properties

Residential properties

Hotel-style units

All types of rental units

Sales and real estate marketing management",/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2-2OgqaXbJIwK.html,True,51084155,"[""https://static.shared.propertyfinder.eg/media/images/listing/K65PKXEH3SAJMT5AFV2WDK91F0/69aed440-8177-45e8-92d6-6a772834d2ec/668x452.jpg""]",13,False,False,False,False,30.099924087524414,2026-01-18T11:06:32Z,K65PKXEH3SAJMT5AFV2WDK91F0,5,"S2, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",42312,"Cairo, Mostakbal City - Future City, Mostakbal City Compounds, Sarai",mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2,STREET,31.705448150634766,14740731,98271.54,Villa,property,2026-01-18T11:06:32Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2-2OgqaXbJIwK.html,150,150,EG,propertyfinder,For sale apartment 150m+106m g 2 bedroom in Sarai.
"[""BA"", ""CP"", ""PG"", ""SP"", ""SE"", ""BL"", ""LB""]",7,"[""Balcony"", ""Covered Parking"", ""Private Garden"", ""Shared Pool"", ""Security"", ""View of Landmark"", ""Lobby in Building""]",2,3,buy,EGP,"For sale in Sarai Mostakbal City Compound
Directly next to Madinaty

Villa, 150 sq m
(3 bedrooms + 2 bathrooms + reception + terrace + kitchen)
+ Private garden 106 sq m
Upcoming delivery

Price before discount: 14,698,000
Price after discount: 9,259,000

Or with a down payment of 1,469,000 and installments over 7 years
For details:[REDACTED_PHONE] & WhatsApp",/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2-8522465.html,True,8522465,"[""https://static.shared.propertyfinder.eg/media/images/listing/5D8X4M4G4FBK6T2R6DCBQKPCT4/036902ff-be82-43a7-9ef8-10bca82f5cd7/668x452.jpg""]",10,False,False,False,False,30.099924087524414,2026-01-10T15:46:16Z,5D8X4M4G4FBK6T2R6DCBQKPCT4,5,"S2, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",42312,"Cairo, Mostakbal City - Future City, Mostakbal City Compounds, Sarai",mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2,STREET,31.705448150634766,9259000,61726.666666666664,Villa,property,2026-01-10T15:46:16Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mostakbal-city---future-city-mostakbal-city-compounds-sarai-s2-8522465.html,150,150,EG,propertyfinder,"Villa for immediate occupancy, right next to Madin"
"[""BA"", ""CP"", ""PG"", ""SP"", ""SE"", ""BL"", ""LB""]",7,"[""Balcony"", ""Covered Parking"", ""Private Garden"", ""Shared Pool"", ""Security"", ""View of Landmark"", ""Lobby in Building""]",2,3,buy,EGP,"For Sale in Talala Compound
In a prime location in New Heliopolis

Villa for sale, 166 sq m
(3 bedrooms + 2 bathrooms + reception + terrace + kitchen)
+ 54 sq m private garden
+ 33 sq m private roof

Price before discount: 13,450,000
Price after discount: 6,725,000

Or with a down payment of 672,000 and installments over 10 years

For details:[REDACTED_PHONE] & WhatsApp",/en/plp/buy/villa-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-8522441.html,True,8522441,"[""https://static.shared.propertyfinder.eg/media/images/listing/2VABGRSCXFZXSA73FCBHSQ88JC/3255f4f3-5d0d-4520-b075-c3840e6e6a37/668x452.jpg""]",10,False,False,False,False,30.153987884521484,2026-01-10T15:40:24Z,2VABGRSCXFZXSA73FCBHSQ88JC,4,"Talala, New Heliopolis Compounds, New Heliopolis, Cairo",42165,"Cairo, New Heliopolis, New Heliopolis Compounds",new-heliopolis-new-heliopolis-compounds-talala,SUBDISTRICT,31.6824893951416,6725000,40512.048192771086,Villa,property,2026-01-10T15:40:24Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-8522441.html,166,166,EG,propertyfinder,Fully finished villa for sale in New Heliopolis
"[""BA"", ""SE"", ""CP""]",3,"[""Balcony"", ""Security"", ""Covered Parking""]",2,3,buy,EGP,"Immediate delivery of a fully finished townhouse in Alex West - Your real estate consultant /  Mohamed El Dakak[REDACTED_PHONE]
 Land area: 180 m
 Building area: 188 m
 3 bedrooms, 3 reception , 2 bathrooms
 Fully finished
 Immediate delivery
 Open view of the lake
 Total price: 13,000,000 EGP cash
 Project services: AlexWest Club - Radisson Blu Hotel - International School (Wellington) - Saudi German Hospital - Club House - Private University - Certified Golf Course
 Code: MD005757
Villas for sale Alex_West Real_Estate Investment Remax_Professional Remax",/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-alex-west-8521842.html,True,8521842,"[""https://static.shared.propertyfinder.eg/media/images/listing/7XY3V7R7WK4G1SGGRPED1TVJ6C/b1ed5cb4-f5f8-418c-a26e-f31977ea2cea/668x452.jpg""]",22,False,False,False,False,31.04862403869629,2026-01-10T13:56:53Z,7XY3V7R7WK4G1SGGRPED1TVJ6C,3,"Alex West, Alexandria Compounds, Alexandria",41404,"Alexandria, Alexandria Compounds",alexandria-compounds-alex-west,DISTRICT,29.709577560424805,13000000,69148.93617021276,Villa,property,2026-01-10T13:56:53Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-alex-west-8521842.html,188,188,EG,propertyfinder,Immediate delivery Open view of the lake
"[""BA"", ""BW"", ""SE"", ""SY"", ""LB""]",5,"[""Balcony"", ""Built in Wardrobes"", ""Security"", ""Shared Gym"", ""Lobby in Building""]",2,3,buy,EGP,"Unit Details
Unit Type: Twin House Villa
BUA: 350 sqm
Land Area: 497 sqm
Finishing: Semi-Finished
Floors: Ground and First
Delivery: Immediate
Project Details
Location: Cleopatra Square Compound, 6th of October City
Developer: Cleopatra Developments
Amenities: A fully integrated compound with wide green areas, full security system, recreational facilities, and essential services for residents
Listing Description
Twin House Villa for sale in Cleopatra Square Compound, 6th of October City with a built-up area of 350 sqm on a land of 497 sqm. Unit code AM1330, semi-finished, immediate delivery, 3 master bedrooms, with a total price of EGP 20,000,000. Payment is cash.
About the Project and Developer
Cleopatra Square Compound is developed by Cleopatra Developments and is one of the prime residential projects in 6th of October City. It combines modern design with a strategic location, offering an integrated living environment that meets residents’ needs.
Investment Advantages
The unit is priced below market value, making it an excellent investment opportunity, especially with immediate delivery that allows for quick occupancy or resale. The rising value of land and units in 6th of October further enhances long-term investment potential.
For inquiries and reservations, call 16547",/en/plp/buy/villa-for-sale-giza-6-october-city-26th-of-july-corridor-cleopatra-square-8520163.html,True,8520163,"[""https://static.shared.propertyfinder.eg/media/images/listing/0J8WQY1SKPNBGKFFFZR7AFPPXR/a79efbcc-ebd7-4ea2-9dd1-0d6d95d01fc7/668x452.jpg""]",10,False,False,False,False,30.012149810791016,2026-01-09T17:17:38Z,0J8WQY1SKPNBGKFFFZR7AFPPXR,4,"Cleopatra Square, 26th of July Corridor, 6 October City, Giza",20979,"Giza, 6 October City, 26th of July Corridor",6-october-city-26th-of-july-corridor-cleopatra-square,COMPOUND,31.00187110900879,20000000,57142.857142857145,Villa,property,2026-01-09T17:17:38Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-26th-of-july-corridor-cleopatra-square-8520163.html,350,350,EG,propertyfinder,Twin House Villa Resale 350m Semi-Finished
"[""BA"", ""CO"", ""LB"", ""BL"", ""WC"", ""SY"", ""SS"", ""SE"", ""VW"", ""ST"", ""SP""]",11,"[""Balcony"", ""Children's Pool"", ""Lobby in Building"", ""View of Landmark"", ""Walk-in Closet"", ""Shared Gym"", ""Shared Spa"", ""Security"", ""View of Water"", ""Study"", ""Shared Pool""]",2,3,buy,EGP,"win House 440 sqm for Sale in Palm Villa Compound – Ready to Move & Continue Installments

Experience luxury living in a spacious twin house at Palm Villa Compound, located in the heart of 6th of October. Move in immediately and continue the remaining installments with flexible payment terms.

Unit Details:
	•	Unit Type: Twin House
	•	Built-up Area: 440 sqm
	•	4 Bedrooms
	•	4 Bathrooms
	•	Large Living Room
	•	Maid’s Room with Bathroom
	•	Kitchen
	•	Private Garden
	•	Roof
	•	High-end Finishing / Semi-Finished (as per request)

Palm Villa Compound Features:
	•	Prime location in 6th of October
	•	Close to Mall of Arabia & 26th of July Corridor
	•	Green landscapes and open spaces
	•	24/7 Security",/en/plp/buy/villa-for-sale-giza-6-october-city-al-wahat-road-palm-villa-8518893.html,True,8518893,"[""https://static.shared.propertyfinder.eg/media/images/listing/4HEV0G2KPMNWCFZEJKNM0DZ3ZW/e4ca90c3-a10a-46ff-b768-1afd8cb030d6/668x452.jpg""]",10,False,False,False,False,29.997289657592773,2026-01-08T20:36:46Z,4HEV0G2KPMNWCFZEJKNM0DZ3ZW,4,"Palm Villa, Al Wahat Road, 6 October City, Giza",40724,"Giza, 6 October City, Al Wahat Road",6-october-city-al-wahat-road-palm-villa,SUBDISTRICT,31.015703201293945,6000000,300000.0,Villa,property,2026-01-08T20:36:46Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-al-wahat-road-palm-villa-8518893.html,20,20,EG,propertyfinder,"Villa for sale in 6th of October, area 440m"
"[""BA"", ""BW"", ""AC"", ""CP"", ""BK"", ""PG"", ""SP"", ""ST"", ""VW"", ""SE"", ""SS"", ""SY"", ""WC"", ""BL"", ""LB"", ""CO""]",16,"[""Balcony"", ""Built in Wardrobes"", ""Central A/C"", ""Covered Parking"", ""Kitchen Appliances"", ""Private Garden"", ""Shared Pool"", ""Study"", ""View of Water"", ""Security"", ""Shared Spa"", ""Shared Gym"", ""Walk-in Closet"", ""View of Landmark"", ""Lobby in Building"", ""Children's Pool""]",2,3,buy,EGP,"Apartment for Sale – Kayan Compound, Sheikh Zayed
Ground Floor with 170 sqm Garden – Fully Paid – Ready to Move

Unit Details:
• Built-up area: 120 sqm
• Garden: 170 sqm
• Floor: Ground with private garden
• Layout: 3 bedrooms (including a master) + 2 bathrooms
• Finishing: Super Lux
• View: Open panoramic view
• Delivery: Ready to move

Compound Features:
• Prime location inside Kayan – Badr El Din
• 24/7 security
• Private parking
• Social club and recreational areas
• Close to the Central Axis and Mall of Arabia",/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-kayan-8511087.html,True,8511087,"[""https://static.shared.propertyfinder.eg/media/images/listing/06XA4Y85FCV1DNCQRW6F44F3Y4/07f09997-032d-4713-a6bc-73d50ab36649/668x452.jpg""]",11,False,False,False,False,30.00199317932129,2026-01-06T16:46:38Z,06XA4Y85FCV1DNCQRW6F44F3Y4,4,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",41029,"Giza, Sheikh Zayed City, Sheikh Zayed Compounds",sheikh-zayed-city-sheikh-zayed-compounds-kayan,SUBDISTRICT,30.909719467163086,6700000,55833.333333333336,Villa,property,2026-01-06T16:46:38Z,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-kayan-8511087.html,120,120,EG,propertyfinder,Apartment for Sale – Kayan Comp - with garden 170m
